Date,CarryContract,CurrentContract,CarryPrice,CarryVolume,CurrentPrice,CurrentVolume,AdjustPrice
2019-12-06,202005,202009,1561.0,318030,1584.0,17602,565.0
2019-12-09,202005,202009,1572.0,167478,1587.0,4914,568.0
2019-12-10,202005,202009,1634.0,221672,1654.0,6668,635.0
2019-12-11,202005,202009,1649.0,459154,1664.0,6484,645.0
2019-12-12,202005,202009,1630.0,245622,1642.0,3880,623.0
2019-12-13,202005,202009,1630.0,132320,1640.0,1444,621.0
2019-12-16,202005,202009,1632.0,277650,1651.0,5056,632.0
2019-12-17,202005,202009,1623.0,223740,1643.0,4090,624.0
2019-12-18,202005,202009,1628.0,195192,1651.0,3570,632.0
2019-12-19,202005,202009,1626.0,130952,1652.0,2014,633.0
2019-12-20,202005,202009,1611.0,134436,1644.0,1808,625.0
2019-12-23,202005,202009,1601.0,113058,1638.0,1646,619.0
2019-12-24,202005,202009,1604.0,62084,1644.0,1316,625.0
2019-12-25,202005,202009,1603.0,57878,1645.0,946,626.0
2019-12-26,202005,202009,1609.0,55730,1647.0,2484,628.0
2019-12-27,202005,202009,1608.0,102264,1653.0,2154,634.0
2019-12-30,202005,202009,1633.0,79116,1683.0,1688,664.0
2019-12-31,202005,202009,1633.0,79146,1691.0,4014,672.0
2020-01-02,202005,202009,1625.0,26179,1680.0,1519,661.0
2020-01-03,202005,202009,1629.0,23178,1689.0,813,670.0
2020-01-06,202005,202009,1638.0,40966,1689.0,1492,670.0
2020-01-07,202005,202009,1627.0,19256,1682.0,548,663.0
2020-01-08,202005,202009,1630.0,19972,1684.0,979,665.0
2020-01-09,202005,202009,1632.0,27286,1679.0,1367,660.0
2020-01-10,202005,202009,1658.0,173405,1699.0,2083,680.0
2020-01-13,202005,202009,1653.0,30481,1691.0,523,672.0
2020-01-14,202005,202009,1653.0,23832,1694.0,439,675.0
2020-01-15,202005,202009,1665.0,129730,1694.0,2967,675.0
2020-01-16,202005,202009,1668.0,34266,1693.0,516,674.0
2020-01-17,202005,202009,1677.0,40310,1706.0,449,687.0
2020-01-20,202005,202009,1667.0,31571,1695.0,819,676.0
2020-01-21,202005,202009,1655.0,17726,1686.0,311,667.0
2020-01-22,202005,202009,1642.0,33941,1674.0,1133,655.0
2020-01-23,202005,202009,1615.0,24597,1648.0,835,629.0
2020-02-03,202005,202009,1519.0,30443,1564.0,1330,545.0
2020-02-04,202005,202009,1561.0,19994,1598.0,639,579.0
2020-02-05,202005,202009,1560.0,18788,1603.0,636,584.0
2020-02-06,202005,202009,1574.0,13995,1619.0,490,600.0
2020-02-07,202005,202009,1574.0,10599,1615.0,744,596.0
2020-02-10,202005,202009,1568.0,6875,1618.0,407,599.0
2020-02-11,202005,202009,1579.0,10022,1624.0,306,605.0
2020-02-12,202005,202009,1578.0,9233,1621.0,540,602.0
2020-02-13,202005,202009,1581.0,8057,1626.0,664,607.0
2020-02-14,202005,202009,1578.0,5604,1626.0,329,607.0
2020-02-17,202005,202009,1586.0,7310,1638.0,468,619.0
2020-02-18,202005,202009,1583.0,5105,1641.0,228,622.0
2020-02-19,202005,202009,1587.0,4483,1644.0,105,625.0
2020-02-20,202005,202009,1586.0,12495,1643.0,887,624.0
2020-02-21,202005,202009,1579.0,15823,1638.0,321,619.0
2020-02-24,202005,202009,1587.0,16435,1643.0,363,624.0
2020-02-25,202005,202009,1605.0,55706,1664.0,1309,645.0
2020-02-26,202005,202009,1581.0,25077,1647.0,1016,628.0
2020-02-27,202005,202009,1575.0,14567,1646.0,469,627.0
2020-02-28,202005,202009,1565.0,16218,1630.0,428,611.0
2020-03-02,202005,202009,1587.0,15366,1646.0,433,627.0
2020-03-03,202005,202009,1571.0,17940,1643.0,451,624.0
2020-03-04,202005,202009,1574.0,6538,1643.0,287,624.0
2020-03-05,202005,202009,1556.0,22192,1636.0,1330,617.0
2020-03-06,202005,202009,1553.0,15316,1630.0,370,611.0
2020-03-09,202005,202009,1527.0,28000,1605.0,1378,586.0
2020-03-10,202005,202009,1539.0,12592,1626.0,778,607.0
2020-03-11,202005,202009,1542.0,17821,1626.0,741,607.0
2020-03-12,202005,202009,1522.0,11058,1620.0,455,601.0
2020-03-13,202005,202009,1518.0,12744,1606.0,1708,587.0
2020-03-16,202005,202009,1505.0,12752,1600.0,1680,581.0
2020-03-17,202005,202009,1486.0,18207,1567.0,1805,548.0
2020-03-18,202005,202009,1466.0,20790,1555.0,1074,536.0
2020-03-19,202005,202009,1441.0,30540,1517.0,2248,498.0
2020-03-20,202005,202009,1450.0,10459,1517.0,1746,498.0
2020-03-23,202005,202009,1427.0,16260,1489.0,2449,470.0
2020-03-24,202005,202009,1424.0,10593,1500.0,2018,481.0
2020-03-25,202005,202009,1419.0,8409,1499.0,833,480.0
2020-03-26,202005,202009,1396.0,17336,1486.0,1297,467.0
2020-03-27,202005,202009,1383.0,17010,1477.0,1050,458.0
2020-03-30,202005,202009,1339.0,16340,1432.0,1434,413.0
2020-03-31,202005,202009,1365.0,17787,1454.0,1661,435.0
2020-04-01,202005,202009,1371.0,9293,1449.0,1989,430.0
2020-04-02,202005,202009,1385.0,14396,1467.0,2399,448.0
2020-04-03,202005,202009,1371.0,10470,1445.0,1862,426.0
2020-04-07,202005,202009,1372.0,17635,1462.0,2601,443.0
2020-04-08,202005,202009,1371.0,13159,1481.0,5204,462.0
2020-04-09,202005,202009,1384.0,11607,1486.0,4559,467.0
2020-04-10,202005,202009,1360.0,15982,1476.0,3124,457.0
2020-04-13,202005,202009,1335.0,21407,1422.0,7681,403.0
2020-04-14,202005,202009,1347.0,17725,1447.0,11093,428.0
2020-04-15,202005,202009,1388.0,27746,1486.0,8118,467.0
2020-04-16,202005,202009,1355.0,94765,1455.0,70564,436.0
2020-04-17,202005,202009,1356.0,25382,1472.0,36847,453.0
2020-04-20,202005,202009,1343.0,15926,1494.0,66396,475.0
2020-04-21,202005,202009,1312.0,6740,1475.0,37925,456.0
2020-04-22,202005,202009,1308.0,3069,1467.0,24142,448.0
2020-04-23,202005,202009,1320.0,2557,1481.0,37329,462.0
2020-04-24,202005,202009,1308.0,2811,1479.0,19080,460.0
2020-04-27,202005,202009,1305.0,1482,1477.0,22680,458.0
2020-04-28,202005,202009,1269.0,1080,1451.0,20400,432.0
2020-04-29,202005,202009,1229.0,920,1443.0,21238,424.0
2020-04-30,202005,202009,1200.0,2693,1447.0,21061,428.0
2020-05-06,202009,202101,1455.0,16923,1515.0,279,436.0
2020-05-07,202009,202101,1455.0,21916,1501.0,1179,422.0
2020-05-08,202009,202101,1439.0,31153,1500.0,445,421.0
2020-05-11,202009,202101,1415.0,69326,1503.0,657,424.0
2020-05-12,202009,202101,1427.0,47911,1508.0,368,429.0
2020-05-13,202009,202101,1432.0,114667,1517.0,571,438.0
2020-05-14,202009,202101,1426.0,45571,1519.0,262,440.0
2020-05-15,202009,202101,1435.0,51114,1522.0,252,443.0
2020-05-18,202009,202101,1448.0,62285,1535.0,282,456.0
2020-05-19,202009,202101,1441.0,49213,1532.0,304,453.0
2020-05-20,202009,202101,1450.0,34252,1535.0,564,456.0
2020-05-21,202009,202101,1450.0,31711,1534.0,380,455.0
2020-05-22,202009,202101,1422.0,55575,1506.0,548,427.0
2020-05-25,202009,202101,1441.0,89474,1525.0,841,446.0
2020-05-26,202009,202101,1464.0,168659,1533.0,1636,454.0
2020-05-27,202009,202101,1459.0,143875,1535.0,1135,456.0
2020-05-28,202009,202101,1462.0,67318,1543.0,494,464.0
2020-05-29,202009,202101,1476.0,113378,1554.0,693,475.0
2020-06-01,202009,202101,1476.0,73196,1550.0,639,471.0
2020-06-02,202009,202101,1471.0,55997,1549.0,470,470.0
2020-06-03,202009,202101,1485.0,66616,1558.0,594,479.0
2020-06-04,202009,202101,1466.0,62867,1548.0,630,469.0
2020-06-05,202009,202101,1470.0,38833,1557.0,501,478.0
2020-06-08,202009,202101,1465.0,46291,1556.0,501,477.0
2020-06-09,202009,202101,1436.0,92815,1527.0,869,448.0
2020-06-10,202009,202101,1432.0,52148,1529.0,384,450.0
2020-06-11,202009,202101,1431.0,56704,1522.0,1501,443.0
2020-06-12,202009,202101,1436.0,82328,1533.0,883,454.0
2020-06-15,202009,202101,1445.0,69314,1540.0,569,461.0
2020-06-16,202009,202101,1448.0,47576,1534.0,591,455.0
2020-06-17,202009,202101,1439.0,37906,1536.0,603,457.0
2020-06-18,202009,202101,1432.0,39807,1527.0,281,448.0
2020-06-19,202009,202101,1440.0,39607,1532.0,623,453.0
2020-06-22,202009,202101,1436.0,33064,1529.0,367,450.0
2020-06-23,202009,202101,1427.0,43906,1522.0,395,443.0
2020-06-24,202009,202101,1401.0,85340,1506.0,1200,427.0
2020-06-29,202009,202101,1394.0,49057,1499.0,683,420.0
2020-06-30,202009,202101,1393.0,63634,1496.0,935,417.0
2020-07-01,202009,202101,1368.0,136548,1484.0,1886,405.0
2020-07-02,202009,202101,1370.0,94822,1493.0,3400,414.0
2020-07-03,202009,202101,1375.0,81952,1495.0,2205,416.0
2020-07-06,202009,202101,1381.0,74235,1502.0,1475,423.0
2020-07-07,202009,202101,1369.0,76403,1478.0,6824,399.0
2020-07-08,202009,202101,1391.0,105402,1496.0,5300,417.0
2020-07-09,202009,202101,1394.0,82673,1506.0,3346,427.0
2020-07-10,202009,202101,1389.0,61809,1504.0,2635,425.0
2020-07-13,202009,202101,1397.0,132818,1513.0,6059,434.0
2020-07-14,202009,202101,1388.0,73759,1505.0,3707,426.0
2020-07-15,202009,202101,1381.0,71106,1502.0,3651,423.0
2020-07-16,202009,202101,1373.0,78860,1498.0,2473,419.0
2020-07-17,202009,202101,1356.0,139887,1479.0,7092,400.0
2020-07-20,202009,202101,1306.0,218647,1445.0,12885,366.0
2020-07-21,202009,202101,1303.0,159512,1457.0,7713,378.0
2020-07-22,202009,202101,1316.0,221633,1476.0,9507,397.0
2020-07-23,202009,202101,1324.0,133985,1485.0,9099,406.0
2020-07-24,202009,202101,1320.0,108624,1482.0,6654,403.0
2020-07-27,202009,202101,1324.0,151598,1489.0,7800,410.0
2020-07-28,202009,202101,1325.0,84488,1486.0,5622,407.0
2020-07-29,202009,202101,1327.0,89609,1476.0,14486,397.0
2020-07-30,202009,202101,1317.0,87541,1470.0,7107,391.0
2020-07-31,202009,202101,1327.0,135911,1476.0,8716,397.0
2020-08-03,202009,202101,1376.0,293414,1531.0,46743,452.0
2020-08-04,202009,202101,1414.0,245596,1573.0,42381,494.0
2020-08-05,202009,202101,1406.0,564186,1569.0,90629,490.0
2020-08-06,202009,202101,1417.0,361004,1585.0,51975,506.0
2020-08-07,202009,202101,1472.0,680537,1609.0,126967,530.0
2020-08-10,202009,202101,1440.0,543128,1567.0,108926,488.0
2020-08-11,202009,202101,1439.0,475479,1555.0,120348,476.0
2020-08-12,202009,202101,1411.0,456488,1540.0,114510,461.0
2020-08-13,202009,202101,1404.0,268310,1540.0,63288,461.0
2020-08-14,202009,202101,1374.0,267395,1544.0,90000,465.0
2020-08-17,202009,202101,1378.0,226357,1550.0,96838,471.0
2020-08-18,202009,202101,1387.0,165890,1555.0,101039,476.0
2020-08-19,202009,202101,1409.0,136583,1569.0,161968,490.0
2020-08-20,202009,202101,1424.0,80863,1592.0,319413,513.0
2020-08-21,202009,202101,1427.0,65042,1603.0,827133,524.0
2020-08-24,202011,202101,1573.0,50480,1650.0,462414,571.0
2020-08-25,202012,202101,1682.0,48417,1684.0,683336,605.0
2020-08-26,202011,202101,1668.0,76557,1675.0,482841,596.0
2020-08-27,202011,202101,1672.0,84168,1665.0,503056,586.0
2020-08-28,202011,202101,1691.0,56571,1683.0,478192,604.0
2020-08-31,202012,202101,1752.0,24477,1742.0,413361,663.0
2020-09-01,202011,202101,1797.0,147568,1758.0,1126858,679.0
2020-09-02,202011,202101,1850.0,106088,1796.0,650470,717.0
2020-09-03,202011,202101,1850.0,83165,1785.0,1156253,706.0
2020-09-04,202011,202101,1837.0,87066,1765.0,1209113,686.0
2020-09-07,202011,202101,1860.0,102535,1787.0,936643,708.0
2020-09-08,202011,202101,1821.0,86129,1762.0,628240,683.0
2020-09-09,202011,202101,1819.0,56970,1727.0,715152,648.0
2020-09-10,202011,202101,1829.0,48867,1739.0,594268,660.0
2020-09-11,202011,202101,1876.0,54438,1777.0,562991,698.0
2020-09-14,202011,202101,1832.0,70481,1729.0,711297,650.0
2020-09-15,202011,202101,1768.0,84184,1667.0,954666,588.0
2020-09-16,202011,202101,1776.0,70933,1680.0,579997,601.0
2020-09-17,202011,202101,1763.0,45602,1675.0,385235,596.0
2020-09-18,202011,202101,1783.0,65638,1709.0,691367,630.0
2020-09-21,202011,202101,1766.0,59897,1682.0,522787,603.0
2020-09-22,202011,202101,1836.0,82203,1730.0,798410,651.0
2020-09-23,202011,202101,1847.0,73749,1751.0,941224,672.0
2020-09-24,202011,202101,1848.0,67728,1742.0,819403,663.0
2020-09-25,202011,202101,1838.0,56336,1724.0,557074,645.0
2020-09-28,202011,202101,1827.0,63380,1708.0,683743,629.0
2020-09-29,202011,202101,1807.0,52210,1706.0,478342,627.0
2020-09-30,202011,202101,1808.0,45846,1717.0,428975,638.0
2020-10-09,202011,202101,1725.0,18184,1691.0,390337,612.0
2020-10-12,202011,202101,1769.0,10769,1725.0,385050,646.0
2020-10-13,202011,202101,1778.0,8789,1730.0,497586,651.0
2020-10-14,202011,202101,1746.0,7481,1707.0,416474,628.0
2020-10-15,202012,202101,1714.0,10135,1673.0,428960,594.0
2020-10-16,202012,202101,1711.0,11570,1680.0,320956,601.0
2020-10-19,202012,202101,1656.0,11015,1621.0,507078,542.0
2020-10-20,202012,202101,1672.0,7943,1637.0,438062,558.0
2020-10-21,202012,202101,1673.0,11050,1640.0,261978,561.0
2020-10-22,202012,202101,1660.0,10268,1627.0,460800,548.0
2020-10-23,202101,202105,1605.0,389766,1563.0,6522,526.0
2020-10-26,202101,202105,1616.0,442500,1556.0,9466,519.0
2020-10-27,202101,202105,1617.0,314484,1557.0,3983,520.0
2020-10-28,202101,202105,1610.0,422039,1553.0,8081,516.0
2020-10-29,202101,202105,1583.0,365211,1539.0,9735,502.0
2020-10-30,202101,202105,1568.0,385750,1547.0,8688,510.0
2020-11-02,202101,202105,1606.0,334362,1591.0,9739,554.0
2020-11-03,202101,202105,1578.0,318447,1569.0,8935,532.0
2020-11-04,202101,202105,1574.0,237688,1572.0,8476,535.0
2020-11-05,202101,202105,1553.0,263322,1563.0,6075,526.0
2020-11-06,202101,202105,1552.0,329785,1572.0,7420,535.0
2020-11-09,202101,202103,1522.0,356757,1527.0,9963,516.0
2020-11-10,202101,202103,1532.0,285072,1532.0,7238,521.0
2020-11-11,202101,202103,1522.0,475795,1536.0,9173,525.0
2020-11-12,202101,202104,1523.0,323892,1570.0,11606,528.0
2020-11-13,202101,202104,1534.0,506963,1578.0,10549,536.0
2020-11-16,202101,202105,1543.0,439664,1594.0,12617,557.0
2020-11-17,202101,202105,1543.0,356970,1597.0,13693,560.0
2020-11-18,202101,202105,1530.0,365558,1540.0,25788,503.0
2020-11-19,202101,202105,1549.0,358960,1557.0,17927,520.0
2020-11-20,202101,202105,1523.0,351418,1544.0,15167,507.0
2020-11-23,202101,202105,1515.0,449005,1544.0,22516,507.0
2020-11-24,202101,202105,1494.0,340815,1549.0,17724,512.0
2020-11-25,202101,202105,1487.0,370222,1555.0,22203,518.0
2020-11-26,202101,202105,1491.0,270277,1556.0,16168,519.0
2020-11-27,202101,202105,1520.0,618823,1573.0,44236,536.0
2020-11-30,202101,202105,1477.0,477460,1551.0,23102,514.0
2020-12-01,202101,202105,1446.0,563582,1514.0,64784,477.0
2020-12-02,202101,202105,1441.0,422758,1496.0,42138,459.0
2020-12-03,202101,202105,1445.0,338700,1512.0,41985,475.0
2020-12-04,202101,202105,1445.0,544692,1534.0,68413,497.0
2020-12-07,202101,202105,1415.0,643858,1533.0,68169,496.0
2020-12-08,202101,202105,1420.0,300658,1537.0,34503,500.0
2020-12-09,202101,202105,1375.0,653554,1489.0,111087,452.0
2020-12-10,202101,202105,1338.0,857737,1465.0,235321,428.0
2020-12-11,202101,202105,1330.0,743066,1463.0,159067,426.0
2020-12-14,202101,202105,1388.0,752160,1542.0,241025,505.0
2020-12-15,202101,202105,1385.0,445041,1547.0,224128,510.0
2020-12-16,202101,202105,1385.0,399769,1570.0,299112,533.0
2020-12-17,202101,202105,1419.0,342511,1589.0,249795,552.0
2020-12-18,202101,202105,1416.0,260309,1573.0,387972,536.0
2020-12-21,202101,202105,1471.0,152377,1666.0,676768,629.0
2020-12-22,202101,202105,1420.0,67581,1618.0,597527,581.0
2020-12-23,202101,202105,1449.0,44989,1644.0,670551,607.0
2020-12-24,202101,202105,1459.0,23797,1657.0,549553,620.0
2020-12-25,202101,202105,1452.0,14268,1650.0,376755,613.0
2020-12-28,202104,202105,1612.0,28056,1619.0,520031,582.0
2020-12-29,202104,202105,1587.0,24624,1593.0,504509,556.0
2020-12-30,202104,202105,1592.0,8066,1600.0,245679,563.0
2020-12-31,202104,202105,1602.0,16361,1611.0,346772,574.0
2021-01-04,202104,202105,1600.0,16046,1609.0,277664,572.0
2021-01-05,202104,202105,1592.0,22187,1599.0,360539,562.0
2021-01-06,202104,202105,1639.0,22743,1650.0,571014,613.0
2021-01-07,202104,202105,1628.0,27532,1637.0,617212,600.0
2021-01-08,202104,202105,1599.0,19395,1608.0,494790,571.0
2021-01-11,202104,202105,1551.0,25852,1548.0,645432,511.0
2021-01-12,202104,202105,1530.0,16810,1529.0,435317,492.0
2021-01-13,202104,202105,1500.0,15582,1503.0,405275,466.0
2021-01-14,202104,202105,1520.0,8711,1522.0,384261,485.0
2021-01-15,202104,202105,1543.0,12024,1547.0,366232,510.0
2021-01-18,202104,202105,1549.0,11676,1556.0,384912,519.0
2021-01-19,202104,202105,1544.0,13059,1547.0,255603,510.0
2021-01-20,202104,202105,1577.0,17417,1583.0,367880,546.0
2021-01-21,202104,202105,1564.0,14314,1570.0,318968,533.0
2021-01-22,202104,202105,1548.0,21975,1552.0,462432,515.0
2021-01-25,202104,202105,1572.0,23650,1578.0,350135,541.0
2021-01-26,202104,202105,1569.0,26854,1576.0,277251,539.0
2021-01-27,202104,202105,1554.0,32638,1559.0,386605,522.0
2021-01-28,202104,202105,1599.0,29253,1603.0,392145,566.0
2021-01-29,202104,202105,1612.0,27926,1618.0,349662,581.0
2021-02-01,202104,202105,1591.0,33896,1596.0,328247,559.0
2021-02-02,202104,202105,1610.0,24914,1614.0,314575,577.0
2021-02-03,202104,202105,1630.0,25867,1637.0,444357,600.0
2021-02-04,202104,202105,1629.0,29442,1633.0,370563,596.0
2021-02-05,202104,202105,1623.0,22800,1627.0,263482,590.0
2021-02-08,202104,202105,1638.0,31085,1645.0,334484,608.0
2021-02-09,202104,202105,1615.0,21747,1618.0,265757,581.0
2021-02-10,202104,202105,1596.0,19417,1598.0,211327,561.0
2021-02-18,202104,202105,1660.0,15849,1668.0,217829,631.0
2021-02-19,202104,202105,1660.0,20416,1666.0,280189,629.0
2021-02-22,202104,202105,1738.0,30371,1745.0,402630,708.0
2021-02-23,202104,202105,1756.0,39024,1763.0,593440,726.0
2021-02-24,202104,202105,1773.0,38194,1781.0,444727,744.0
2021-02-25,202105,202109,1847.0,649527,1988.0,55309,810.0
2021-02-26,202105,202109,1836.0,540893,1971.0,56831,793.0
2021-03-01,202105,202109,1908.0,811305,2021.0,89583,843.0
2021-03-02,202105,202109,1907.0,1127431,2014.0,71657,836.0
2021-03-03,202105,202109,1905.0,1194119,2013.0,117152,835.0
2021-03-04,202105,202109,1848.0,882869,1979.0,96616,801.0
2021-03-05,202105,202109,1841.0,806664,2010.0,170242,832.0
2021-03-08,202105,202109,1917.0,989258,2071.0,256145,893.0
2021-03-09,202105,202109,1942.0,976337,2091.0,216289,913.0
2021-03-10,202105,202109,1963.0,911203,2107.0,195588,929.0
2021-03-11,202105,202109,1892.0,1479792,2056.0,350252,878.0
2021-03-12,202105,202109,1879.0,959480,2046.0,215582,868.0
2021-03-15,202105,202109,1941.0,844215,2099.0,214037,921.0
2021-03-16,202105,202109,1920.0,826139,2078.0,215869,900.0
2021-03-17,202105,202109,1997.0,889991,2142.0,237299,964.0
2021-03-18,202105,202109,1996.0,815399,2144.0,221936,966.0
2021-03-19,202105,202109,1944.0,828676,2098.0,269035,920.0
2021-03-22,202105,202109,1924.0,914102,2086.0,282257,908.0
2021-03-23,202105,202109,1923.0,705414,2086.0,221533,908.0
2021-03-24,202105,202109,1920.0,717727,2095.0,269221,917.0
2021-03-25,202105,202109,1887.0,492124,2066.0,182091,888.0
2021-03-26,202105,202109,1903.0,731001,2074.0,282456,896.0
2021-03-29,202105,202109,1868.0,839041,2046.0,309180,868.0
2021-03-30,202105,202109,1883.0,569180,2042.0,248756,864.0
2021-03-31,202105,202109,1875.0,535415,2025.0,203350,847.0
2021-04-01,202105,202109,1904.0,504680,2052.0,196935,874.0
2021-04-02,202105,202109,1913.0,540750,2062.0,218014,884.0
2021-04-06,202105,202109,1884.0,309215,2039.0,163035,861.0
2021-04-07,202105,202109,1852.0,454549,1985.0,391715,807.0
2021-04-08,202105,202109,1842.0,280322,1967.0,325260,789.0
2021-04-09,202105,202109,1815.0,174489,1913.0,465412,735.0
2021-04-12,202105,202109,1794.0,173518,1891.0,788942,713.0
2021-04-13,202105,202109,1784.0,76173,1907.0,538376,729.0
2021-04-14,202105,202109,1783.0,60222,1912.0,649058,734.0
2021-04-15,202105,202109,1749.0,55738,1873.0,721073,695.0
2021-04-16,202105,202109,1752.0,39289,1904.0,842496,726.0
2021-04-19,202105,202109,1806.0,46406,1968.0,1250234,790.0
2021-04-20,202105,202109,1802.0,19690,1976.0,610274,798.0
2021-04-21,202105,202109,1775.0,16419,1935.0,823639,757.0
2021-04-22,202105,202109,1765.0,11666,1933.0,861244,755.0
2021-04-23,202109,202201,1923.0,815669,2011.0,11884,745.0
2021-04-26,202109,202201,1947.0,929358,2032.0,23129,766.0
2021-04-27,202109,202201,2001.0,827278,2091.0,18533,825.0
2021-04-28,202109,202201,2005.0,752969,2113.0,20252,847.0
2021-04-29,202109,202201,2045.0,899044,2162.0,29203,896.0
2021-04-30,202109,202201,2087.0,693832,2217.0,32403,951.0
2021-05-06,202109,202201,2190.0,582326,2305.0,30520,1039.0
2021-05-07,202109,202201,2162.0,816658,2271.0,35323,1005.0
2021-05-10,202109,202201,2172.0,1840154,2287.0,72285,1021.0
2021-05-11,202109,202201,2152.0,1723572,2272.0,65289,1006.0
2021-05-12,202109,202201,2249.0,1807272,2366.0,64472,1100.0
2021-05-13,202109,202201,2211.0,2369234,2344.0,101192,1078.0
2021-05-14,202109,202201,2201.0,3139810,2330.0,122250,1064.0
2021-05-17,202109,202201,2238.0,1885059,2368.0,90805,1102.0
2021-05-18,202109,202201,2229.0,1138003,2355.0,71312,1089.0
2021-05-19,202109,202201,2131.0,1287800,2251.0,92727,985.0
2021-05-20,202109,202201,2081.0,1329617,2210.0,113124,944.0
2021-05-21,202109,202201,2087.0,968112,2238.0,94830,972.0
2021-05-24,202109,202201,2101.0,832974,2253.0,80812,987.0
2021-05-25,202109,202201,2138.0,726907,2297.0,72063,1031.0
2021-05-26,202109,202201,2135.0,584115,2318.0,68923,1052.0
2021-05-27,202109,202201,2129.0,717158,2299.0,83590,1033.0
2021-05-28,202109,202201,2176.0,643556,2351.0,87411,1085.0
2021-05-31,202109,202201,2181.0,475702,2359.0,61548,1093.0
2021-06-01,202109,202201,2289.0,530815,2441.0,88848,1175.0
2021-06-02,202109,202201,2288.0,539174,2455.0,103718,1189.0
2021-06-03,202109,202201,2265.0,566427,2439.0,99277,1173.0
2021-06-04,202109,202201,2245.0,492978,2389.0,93107,1123.0
2021-06-07,202109,202201,2235.0,429075,2394.0,77180,1128.0
